"REGIÃO
ASSISTENCIAL";MICRORREGIÃO;MUNICIPIO;RAMO_ATIVIDADE;NUM_CONTRATO;CPF_CNPJ;NOME;INICIO_VIGENCIA;FIM_VIGENCIA;PERIODO REFERENCIA
NORTE;MONTES CLAROS;MONTES CLAROS;LABORATORIO;5242023;09127510000107;RRJJ-LABORATORIO DE ANALISES CLINICAS LTDA;01/07/2023;30/06/2028;jul/26
SUDESTE;CARANGOLA;TOMBOS;LABORATORIO;972023;01196365000104;LABORATORIO DE ANALISES CLINICAS ALVIM LTDA;01/02/2023;31/01/2028;jul/26
SUDESTE;MURIAE;MURIAE;CLINICA;6142023;00551086000140;REABILITAR CENTRO DE REABILITACAO DE MURIAE LTDA;01/08/2023;31/07/2028;jul/26
CENTRO SUL;BARBACENA;BARBACENA;HOSPITAL/FUNDACAO;6712024;03350495000177;HOSPITAL SAO FRANCISCO DE BARBACENA LTDA;01/08/2024;31/07/2029;jul/26
OESTE;FORMIGA;FORMIGA;CLINICA;62023;05471351000102;MEDCARE TERAPIA RENAL LTDA;01/01/2023;31/12/2027;jul/26
NORTE;BRASILIA DE MINAS;BRASILIA DE MINAS;LABORATORIO;702022;08958723000100;LABORATORIO LASSAN LTDA;31/01/2022;31/12/2026;jul/26
SUDESTE;CATAGUASES;ALEM PARAIBA;CLINICA;1752022;08145181000156;CARDIOLOGIA PHD LTDA;01/03/2022;28/02/2027;jul/26
SUL;SAO LOURENCO;CRUZILIA;LABORATORIO;1612023;01739224000182;DAVES LABORATORIO DE ANALISES CLINICAS LTDA;01/03/2023;29/02/2028;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;6662023;21592746000101;INSTITUTO DE FISIATRIA CLINICA E REABILITACAO LTDA;01/09/2023;31/08/2028;jul/26
SUDESTE;MURIAE;MIRAI;CLINICA;9052022;07278938000117;MONICA ROTONDO PINA;06/12/2022;30/11/2027;jul/26
SUDESTE;MURIAE;MURIAE;CLINICA;352023;08174512000186;CENTRO DE FISIOTERAPIA MANUAL LTDA;10/01/2023;31/12/2027;jul/26
OESTE;PARA DE MINAS;PARA DE MINAS;CLINICA;702024;08548373000103;OFTALMOLOGIA AVANCADA DE MINAS GERAIS LTDA;02/02/2024;31/01/2029;jul/26
NOROESTE;JOAO PINHEIRO;LAGOA GRANDE;LABORATORIO;1392023;04600413000168;LABORATORIO DE ANALISES CLINICAS GONCALVES LIMA LTDA;01/03/2023;29/02/2028;jul/26
CENTRO;BETIM;BETIM;CLINICA;5252023;08925769000122;IMAGEM MEDICINA DIAGNOSTICA;01/07/2023;30/06/2028;jul/26
SUL;POCOS DE CALDAS;BOTELHOS;LABORATORIO;802022;05462772000169;ANALISE LABORATORIO DE ANALISES CLINICAS LTDA;01/02/2022;31/01/2027;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;8782022;23098379000110;CENTRO DE DIAGNOSTICO E TERAPEUTICA EM OFTALMOLOGIA DE UBERLANDIA LTDA;01/12/2022;30/11/2027;jul/26
CENTRO;BETIM;BETIM;CLINICA;5932025;08980058000150;OCULAR CENTER - CENTRO MEDICO DE OLHOS LIMITADA;01/08/2025;31/07/2030;jul/26
NOROESTE;PATOS DE MINAS;PATOS DE MINAS;CLINICA;652023;06307873000128;CLINICA NEUTRA LTDA;01/02/2023;31/01/2028;jul/26
LESTE;CARATINGA;BOM JESUS DO GALHO;LABORATORIO;3452023;09243620000126;LABORATORIO MUSSE E ROCHA LTDA;01/05/2023;30/04/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;5312023;08264966000148;SERVICOS MEDICOS ASSOCIADOS SOCIEDADE SIMPLES LIMITADA;01/07/2023;30/06/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;HOSPITAL ESPECIALIZADO;8322025;09558069000100;NEO - NUCLEO EXCELENCIA EM OFTALMOLOGIA LTDA;01/09/2025;31/08/2030;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;LABORATORIO;202023;05518541000120;EBLEN LABORATORIO MEDICO LTDA;03/01/2023;31/12/2027;jul/26
NORDESTE;TEOFILO OTONI;PADRE PARAISO;LABORATORIO;8902023;09443906000155;LABORATORIO CAIRES LTDA;01/10/2023;30/09/2028;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;HOSPITAL DIA;6532023;07073905000130;SARMENTO E VIANNA LTDA;09/08/2023;31/07/2028;jul/26
NOROESTE;PATOS DE MINAS;PRESIDENTE OLEGARIO;LABORATORIO;3482022;09480743000180;LABORATORIO SAGRADA FAMILIA LTDA;01/07/2022;30/06/2027;jul/26
LESTE;CARATINGA;CARATINGA;CLINICA;1082023;05898399000193;OCULISTAS ASSOCIADOS DE MINAS GERAIS LTDA;03/02/2023;31/01/2028;jul/26
NORTE;SALINAS;SALINAS;LABORATORIO;5752025;07838811000105;LABORATORIO BIOMED DE SALINAS LTDA;01/08/2025;31/07/2030;jul/26
LESTE;CORONEL FABRICIANO;TIMOTEO;CLINICA ODONTOLOGICA;6732023;09016233000157;CLINICA DE REABILITACAO ORAL E ESTETICA PRODONTO LTDA;01/09/2023;31/08/2028;jul/26
SUDESTE;JUIZ DE FORA;LIBERDADE;LABORATORIO;1512022;03854139000190;LABORATORIO SAMPAIO ALMEIDA LIMITADA;09/02/2022;31/01/2027;jul/26
SUL;ALFENAS;CAMPO DO MEIO;LABORATORIO;8802022;01231196000198;PRONTOLAB PRODUTOS DE LABORATORIOS E ANALISES CLINICAS LTDA;01/12/2022;30/11/2027;jul/26
CENTRO SUL;SAO JOAO DEL REI;SAO VICENTE DE MINAS;LABORATORIO;2312024;09162554000160;CENTRO DE ANALISES CLINICAS UNILAB DIAGNOSTICA LTDA;12/03/2024;31/08/2026;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;2952023;10304873000141;CLINICA CARDIOLOGICA DR. JOSE JANNOTTI JR. LTDA;01/05/2023;30/04/2028;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;562024;08816355000165;POLICLINICA HOME MED LTDA;01/02/2024;31/10/2028;jul/26
LESTE;IPATINGA;IAPU;LABORATORIO;2052022;66230053000107;BEATRIZ VIEIRA MAFRA;01/04/2022;31/03/2027;jul/26
CENTRO;CONTAGEM;CONTAGEM;CLINICA;10752024;09500127000144;ECOIMAGEM CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;12/12/2024;31/05/2027;jul/26
SUL;TRES PONTAS;TRES PONTAS;LABORATORIO;4482023;00700361000140;LABORATORIO DE ANALISES CLINICAS SANTA HELENA LTDA;02/06/2023;31/05/2028;jul/26
SUL;VARGINHA;CARMO DA CACHOEIRA;LABORATORIO;5022023;05676845000115;LABORATORIO DE ANALISES CLINICAS SAO TOME LTDA;01/07/2023;30/06/2028;jul/26
CENTRO;BELO HORIZONTE;NOVA LIMA;CLINICA;10582024;00494959000120;SCW SERVICOS CARDIOLOGICOS LTDA;10/12/2024;31/05/2027;jul/26
OESTE;BOM DESPACHO;ARAUJOS;LABORATORIO;1712022;05762747000109;LABORATORIO DE ANALISES CLINICAS UNICENTER LTDA;28/02/2022;31/01/2027;jul/26
OESTE;ITAUNA;ITAUNA;CLINICA;762024;06285273000106;ERGOFISIO FISIOTERAPIA E ERGONOMIA LTDA;02/02/2024;31/01/2029;jul/26
TRIANGULO DO SUL;UBERABA;UBERABA;CLINICA;8612022;04278181000173;ABRAHAO & FIUMARI S/S LTDA;01/12/2022;31/08/2027;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;8892023;00276199000185;INSTITUTO ROCHA E SILVA SS LTDA;01/10/2023;30/09/2028;jul/26
SUL;LAVRAS;LAVRAS;LABORATORIO;11432023;02292424000100;ANALISES CLINICAS GARCIA LTDA;18/12/2023;30/11/2028;jul/26
NORDESTE;CAPELINHA;CAPELINHA;LABORATORIO;11282023;10263090000167;LABORATORIO DE ANALISES CLINICAS ALVES E FILHOS LTDA;14/12/2023;30/11/2028;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;8172023;09486079000187;VENEZA DIAGNOSTICO POR IMAGEM LTDA;01/10/2023;30/09/2028;jul/26
NORDESTE;TEOFILO OTONI;OURO VERDE DE MINAS;LABORATORIO;11742023;09478901000168;BIOANALISES LABORATORIO DE ANALISES CLINICAS LTDA;21/12/2023;30/11/2028;jul/26
NORTE;JANAUBA;JANAUBA;CLINICA;9202023;09278541000150;CENTRO DE MEDICINA DIAGNOSTICA DE JANAUBA LTDA;02/10/2023;30/09/2028;jul/26
SUDESTE;UBA;VISCONDE DO RIO BRANCO;CLINICA;7092023;03073773000196;SERVICOS DIAGNOSTICOS E IMAGEM LTDA;01/09/2023;31/08/2028;jul/26
SUL;SAO LOURENCO;SAO LOURENCO;LABORATORIO;4662022;19342823000123;LABORATORIO ANAL PESQ CLINICAS DR BENEDITO P FARIA LTDA;12/07/2022;30/06/2027;jul/26
CENTRO;PEDRO LEOPOLDO;LAGOA SANTA;CLINICA;6152025;65173700000557;CLINICA DE IMAGEM SAO SEBASTIAO LTDA;01/08/2025;31/07/2030;jul/26
LESTE;IPATINGA;IPATINGA;CLINICA;5972023;18489336000125;SERVICOS DE RADIOLOGIA SAO JUDAS TADEU LTDA;01/08/2023;31/07/2028;jul/26
SUL;SAO SEBASTIAO DO PARAISO;GUARANESIA;LABORATORIO;9122022;01030718000193;RIBEIRO & ZOBOLI LTDA;31/12/2022;30/11/2027;jul/26
LESTE DO SUL;MANHUACU;MANHUACU;CLINICA;7522023;08984968000101;MASTERCLIN TOMOGRAFIA E RESSONANCIA MAGNETICA LTDA;01/09/2023;31/08/2028;jul/26
NORDESTE;TEOFILO OTONI;TEOFILO OTONI;CLINICA;3802024;05817396000188;LE MOUVEMENT LTDA;01/05/2024;31/10/2026;jul/26
NORDESTE;TEOFILO OTONI;TEOFILO OTONI;CLINICA;11252023;06205487000125;AUDIOTONI SERVICOS AUDIOLOGICOS LTDA;14/12/2023;30/11/2028;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;192023;08341875000169;CENTRO DIAGNOSTICO EM MAMA LTDA;03/01/2023;31/12/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;LABORATORIO;6282025;21515556000190;LABORATORIO TAFURI DE PATOLOGIA LIMITADA;01/08/2025;31/07/2030;jul/26
NORDESTE;TEOFILO OTONI;TEOFILO OTONI;CLINICA;132024;02528497000140;VISAR PROPEDEUTICAS MEDICAS LTDA;01/01/2024;31/12/2028;jul/26
LESTE;GOVERNADOR VALADARES;GOVERNADOR VALADARES;CLINICA;7422023;03721886000150;ONCO-RAD SERVICOS DE ONCOLOGIA E RADIOTERAPIA LTDA;01/09/2023;31/08/2026;jul/26
SUL;ITAJUBA;ITAJUBA;CLINICA;1882023;01509731000200;INSTITUTO SUL MINEIRO DE RESSONANCIA MAGNETICA LTDA;08/03/2023;29/02/2028;jul/26
NOROESTE;PATOS DE MINAS;SAO GOTARDO;LABORATORIO;3872024;05036737000188;BIOMED LABORATORIO DE ANALISES CLINICAS RIO BRANCO LTDA;01/05/2024;31/10/2026;jul/26
NORTE;JANAUBA;ESPINOSA;LABORATORIO;7912023;03904506000113;LABORATORIO UNIAO LTDA;01/10/2023;30/09/2028;jul/26
SUL;VARGINHA;CAMPANHA;LABORATORIO;7062022;00179020000171;LABORATORIO COELHO FURQUIM DE ANALISES CLINICAS LTDA;01/10/2022;30/09/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;7372023;00088699000193;INSTITUTO DE HIPERTENSAO ARTERIAL DE MINAS GERAIS - SOCIEDADE LIMITADA;01/09/2023;31/08/2028;jul/26
SUDESTE;MURIAE;MURIAE;CLINICA;4432023;20344636000672;CLINICA RADIOLOGICA SANTA LUCIA LTDA;02/06/2023;31/05/2028;jul/26
SUL;VARGINHA;VARGINHA;CLINICA;6292025;05741540000140;ONCOMINAS ONCOLOGIA CLINICA LTDA;01/08/2025;31/07/2030;jul/26
OESTE;DIVINOPOLIS;DIVINOPOLIS;CLINICA ODONTOLOGICA;1382023;01196449000130;INSTITUTO DE RADIOLOGIA ODONTOLOGICA DIVINOPOLIS LTDA;01/03/2023;29/02/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;2612023;20234795000100;CLINICA RADIOLOGICA DR DAVI REZENDE LTDA;01/04/2023;31/03/2028;jul/26
NOROESTE;PATOS DE MINAS;PATOS DE MINAS;CLINICA;5142025;08293295000143;CARDIOCLINICA LTDA;01/07/2025;30/06/2030;jul/26
SUL;VARGINHA;SAO GONCALO DO SAPUCAI;LABORATORIO;5492023;09393863000140;LABORATORIO SAO GONCALO LTDA;05/07/2023;30/06/2028;jul/26
SUL;PASSOS;PASSOS;LABORATORIO;11722023;08402580000155;LABORATORIO DE ANALISES CLINICAS HEMOANALISES LTDA;21/12/2023;30/11/2028;jul/26
NORDESTE;DIAMANTINA;CARBONITA;LABORATORIO;2072024;07445466000140;LABORATORIO DE ANALISES CLINICAS CONEGO LAFAIETE LTDA;05/03/2024;31/08/2026;jul/26
SUL;ALFENAS;GUAXUPE;CLINICA;11922023;01122730000128;CARDIOCENTRO LTDA;27/12/2023;30/11/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;6842024;09309981000128;CLINICA PEDRO I LTDA;01/08/2024;31/01/2027;jul/26
CENTRO SUL;BARBACENA;BARBACENA;HOSPITAL/FUNDACAO;2812024;19558675000189;CENTRO DE ASSISTENCIA PSICOTERAPEUTICA LTDA;01/04/2024;30/09/2026;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;9292025;42789834000178;CENTRO DE RADIODIAGNOSTICOS MEDICOS LTDA;01/10/2025;30/09/2030;jul/26
SUL;TRES CORACOES;TRES CORACOES;HOSPITAL/FUNDACAO;5632025;18632315000117;FUNDACAO HOSPITALAR SAO SEBASTIAO;01/08/2025;31/07/2030;jul/26
SUL;TRES PONTAS;COQUEIRAL;LABORATORIO;4612023;10557523000197;FELIPE DIEGUES ESTEVES E CIA LTDA;13/06/2023;31/05/2028;jul/26
TRIANGULO DO SUL;UBERABA;UBERABA;CLINICA;202636;02100010000124;S.O.U SERVICO DE ONCOLOGIA DE UBERABA LTDA;01/02/2026;31/01/2031;jul/26
CENTRO;ITABIRA;ITABIRA;CLINICA;10632024;07515721000183;ITACOR - INSTITUTO DE CARDIOLOGIA DE ITABIRA;11/12/2024;31/05/2027;jul/26
NOROESTE;PARACATU;PARACATU;CLINICA;3502023;00916977000153;CLIMEFF SOCIEDADE SIMPLES LTDA;01/05/2023;30/04/2028;jul/26
TRIANGULO DO SUL;UBERABA;UBERABA;CLINICA;8762025;25428111000124;HOSPITAL SAO PAULO LTDA;01/09/2025;31/08/2030;jul/26
NORDESTE;ARACUAI;VIRGEM DA LAPA;LABORATORIO;2182022;04373605000189;LABORATORIO DE ANALISES CLINICAS VIRGEM DA LAPA LTDA;01/04/2022;31/03/2027;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;HOSPITAL DIA;1502024;02877153000147;CLINICA VISION LTDA;26/02/2024;31/07/2027;jul/26
LESTE;GOVERNADOR VALADARES;GOVERNADOR VALADARES;CLINICA;7152024;71276745000126;UROCLINICA DO LESTE MINEIRO LTDA;01/09/2024;28/02/2027;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;8292023;04549521000153;CLINICA OTORRINO NARLETE MIRANDA LTDA;01/10/2023;30/09/2028;jul/26
NOROESTE;PATOS DE MINAS;PATOS DE MINAS;CLINICA;1292024;10711387000148;CLINICA DE FISIOTERAPIA CAMINHO LTDA;19/02/2024;31/01/2029;jul/26
TRIANGULO DO NORTE;PATROCINIO;PATROCINIO;LABORATORIO;7752024;02007358000171;INSTITUTO DE PATOLOGIA E HEMATOLOGIA SIQUEIRA LTDA;13/09/2024;28/02/2027;jul/26
SUL;POCOS DE CALDAS;POCOS DE CALDAS;CLINICA;2732023;08192482000130;ABRANCHES DE PAULA ATIVIDADES DE FISIOTERAPIA LTDA;04/04/2023;31/03/2028;jul/26
SUL;ITAJUBA;PARAISOPOLIS;LABORATORIO;5402023;01494315000103;WEIBER FORTUNATO & CIA LTDA;04/07/2023;30/06/2028;jul/26
NORTE;BOCAIUVA;BOCAIUVA;CLINICA;10012024;07671120000160;BIANCA NOVAIS SANTOS LTDA;01/12/2024;31/05/2027;jul/26
NORDESTE;TEOFILO OTONI;ITAMBACURI;LABORATORIO;5772025;03554139000175;LABORATORIO TANIA FIGUEIREDO LTDA;01/08/2025;31/07/2030;jul/26
OESTE;DIVINOPOLIS;DIVINOPOLIS;LABORATORIO;3702024;00499183000131;LABORATORIO CLINLAB ANALISES CLINICAS LTDA;01/05/2024;31/10/2026;jul/26
SUDESTE;MURIAE;MIRADOURO;CLINICA;3252024;03185672000107;VIDON & JORGE LTDA;01/05/2024;31/10/2026;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;9802024;09618243000162;BIO EQUILIBRIO CLINICA DE FISIOTERAPIA LTDA;07/11/2024;30/04/2027;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CONSULTORIO ODONTOLOGICO;1742024;07977126000160;ODONTOLU CLINICA ODONTOLOGICA LTDA;01/03/2024;31/08/2026;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;7332024;01872792000157;OFTALMOCLINICA BELO HORIZONTE SOCIEDADE LIMITADA;01/09/2024;28/02/2027;jul/26
SUL;OURO FINO;JACUTINGA;LABORATORIO;3672023;02645498000175;LABORATORIO DE ANALISES CLINICAS SALES & LANNA LTDA;10/05/2023;30/04/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;LABORATORIO;2552024;03313300000119;LABORATORIO DE ANATOMIA PATOLOGICA E CITOPATOLOGIA CONFINS LTDA;01/04/2024;30/09/2026;jul/26
NORTE;JANUARIA;JANUARIA;LABORATORIO;4972024;10421719000150;LABORATORIO MILLENIUM LTDA;01/07/2024;31/12/2026;jul/26
NORDESTE;NOVO CRUZEIRO;NOVO CRUZEIRO;LABORATORIO;2902024;05264631000131;LABORATORIO SABIN DE ANALISES E PESQUISAS CLINICAS LTDA;01/04/2024;30/09/2026;jul/26
NORDESTE;JEQUITINHONHA;JEQUITINHONHA;CLINICA;3812023;07388467000108;DAIANE SANTOS FIGUEIREDO CHAVES;01/06/2023;31/05/2028;jul/26
NORDESTE;TURMALINA;TURMALINA;LABORATORIO;2662024;10911234000144;SANTIAGO & VILELA MEDICINA LABORATORIAL S/C LTDA;01/04/2024;30/09/2026;jul/26
SUDESTE;MURIAE;MURIAE;CLINICA;7692023;10643810000110;CLINICA DE OLHOS OCULISTAS ASSOCIADOS DE MURIAE LTDA;01/10/2023;30/09/2028;jul/26
TRIANGULO DO NORTE;ARAGUARI;ARAGUARI;CLINICA;8852025;04437507000249;FLAIR CONSULTORIA TECNICA LTDA;01/09/2025;31/08/2030;jul/26
NORDESTE;ALMENARA;ALMENARA;CLINICA;2832024;10737945000144;ORTOFISIO - CLINICA DE ORTOPEDIA E FISIOTERAPIA ALMENARA LTDA;01/04/2024;30/09/2026;jul/26
CENTRO SUL;BARBACENA;BARBACENA;CLINICA;10902023;09376637000151;MEDCENTER RESSONANCIA BARBACENA LTDA;07/12/2023;30/11/2028;jul/26
SUL;ALFENAS;ALFENAS;HOSPITAL/FUNDACAO;4112024;18901645000160;CLINICA NEURO PSIQUIATRICA DE ALFENAS LTDA;09/05/2024;31/10/2026;jul/26
CENTRO;CONTAGEM;CONTAGEM;CLINICA;6862023;09044563000156;SALUTE CLINICA MEDICA LTDA;01/09/2023;31/08/2028;jul/26
SUDESTE;MURIAE;MURIAE;CLINICA;2682024;03826348000120;CENTRO DE OTORRINOLARINGOLOGIA LTDA;01/04/2024;30/09/2026;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;LABORATORIO;82024;01390170000192;LABORATORIO VIRCHOW LTDA;01/01/2024;31/12/2028;jul/26
CENTRO SUL;BARBACENA;BARBACENA;CLINICA;11002023;01664888000120;MEDCENTER IMAGEM LTDA;12/12/2023;30/11/2028;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;LABORATORIO;6872024;20452470000365;INSTITUTO DE ANALISES CLINICAS CARLOS CHAGAS LTDA;02/08/2024;31/01/2027;jul/26
SUL;LAVRAS;NEPOMUCENO;HOSPITAL/FUNDACAO;5702024;22888846000142;SANTA CASA DE MISERICORDIA DE NEPOMUCENO;01/07/2024;30/06/2029;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA ODONTOLOGICA;6792024;09454726000179;VJV DIAGNOSTICO VOLUMETRICO POR IMAGEM LTDA;01/08/2024;31/01/2027;jul/26
LESTE;IPATINGA;IPATINGA;HOSPITAL DIA;5182025;03002621000283;NUCLEO AVANCADO EM OFTALMOLOGIA - SERVICOS HOSPITALARES LTDA;01/07/2025;30/06/2030;jul/26
OESTE;FORMIGA;ARCOS;HOSPITAL/FUNDACAO;7002024;16968547000115;SANTA CASA DE ARCOS;01/09/2024;31/08/2029;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;10572024;03823966000117;HEMATOLOGIA CLINICA DR JOAO PAULO OLIVEIRA GUIMARAES S/C LTDA;10/12/2024;31/05/2027;jul/26
NORTE;SALINAS;SALINAS;CLINICA ODONTOLOGICA;2262022;10213185000176;ODONTOLOGIA COSTA E SILVA LTDA;01/04/2022;31/03/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;6312025;00752582000162;POLICLINICA SALUD LTDA;01/08/2025;31/07/2030;jul/26
SUL;ITAJUBA;ITAJUBA;CLINICA ODONTOLOGICA;4862024;08109642000135;CENTRO ODONTOLOGICO PRO DENT LTDA;14/06/2024;30/11/2026;jul/26
CENTRO;GUANHAES;GUANHAES;LABORATORIO;3052024;10714037000135;LABORATORIO PIRES MIRANDA E MIRANDA LTDA;05/04/2024;30/09/2026;jul/26
SUDESTE;MURIAE;EUGENOPOLIS;LABORATORIO;8442023;10926781000101;LABORATORIO CLINICO BIOANALISE LTDA;01/10/2023;30/09/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;LABORATORIO;7072021;18271916000141;ANATOMIA PATOLOGICA HUGO SILVIANO BRANDAO LTDA;23/12/2021;30/11/2026;jul/26
CENTRO;CONTAGEM;CONTAGEM;CLINICA ODONTOLOGICA;4632023;04207617000133;LIDER ODONTOLOGIA LTDA;13/06/2023;31/05/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;7702024;05473564000165;CENTRAL MED MEDICINA DIAGNOSTICA LTDA;01/10/2024;31/03/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;10492024;03580004000184;CLINICA CIRURGICA TRAUMA ONE LTDA;30/12/2024;31/05/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;11132024;03748617000188;OTOMED BH LTDA;27/12/2024;31/05/2027;jul/26
CENTRO;PEDRO LEOPOLDO;SAO JOSE DA LAPA;LABORATORIO;4822024;01438843000137;HEMOLABOR LABORATORIO DE ANALISES CLINICAS LTDA;10/06/2024;30/11/2026;jul/26
SUDESTE;UBA;UBA;CLINICA;9252023;10498022000187;LEONARDO CARONE PROVEZANO & CIA. LTDA;04/10/2023;30/09/2028;jul/26
OESTE;LAGOA DA PRATA;LAGOA DA PRATA;CLINICA ODONTOLOGICA;7222024;01418843000175;ORTODOC RADIOLOGIA LTDA;13/08/2024;31/01/2027;jul/26
NORDESTE;DIAMANTINA;GOUVEIA;CLINICA;4432024;05361429000128;EMILIANA SILVA ME;01/06/2024;30/11/2026;jul/26
CENTRO;CONTAGEM;CONTAGEM;CLINICA;9862024;26058198000158;CLINICA RADIOLOGICA ELDORADO LTDA;01/12/2024;31/05/2027;jul/26
NORDESTE;CAPELINHA;ANGELANDIA;LABORATORIO;7642022;10271887000106;PRESTACAO DE SERVICOS MEDICOS ABREU E SOUZA LTDA;03/10/2022;30/09/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;HOSPITAL/FUNDACAO;6572024;04123021000155;LIFECENTER SISTEMA DE SAUDE S/A;01/08/2024;31/07/2029;jul/26
LESTE DO SUL;MANHUACU;POCRANE;LABORATORIO;7582024;10380919000101;DEBORA ALBEFARO PEREIRA;03/09/2024;28/02/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;4512023;12237587000136;ELO - OFTALMOLOGISTAS ASSOCIADOS LTDA;03/06/2023;31/05/2028;jul/26
SUL;SAO SEBASTIAO DO PARAISO;SAO SEBASTIAO DO PARAISO;CLINICA;3932024;07704789000100;CLINICA CARVALHO PASCHOINI S/S LTDA;02/05/2024;31/10/2026;jul/26
NORDESTE;DIAMANTINA;DIAMANTINA;CLINICA;4222023;12351082000106;IDEAL DIAGNOSTICO POR IMAGEM LTDA;01/06/2023;31/05/2028;jul/26
SUL;PASSOS;PASSOS;CLINICA;10862023;02795387000145;CLINICA OTORRINO DR. ROBERTO PEREIRA SOARES MAIA S/S;06/12/2023;30/11/2028;jul/26
SUDESTE;UBA;UBA;CLINICA;7472023;03973739000178;SEROCLIN LTDA;01/09/2023;31/08/2028;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;HOSPITAL/FUNDACAO;7072024;18484378000173;HOSPITAL SANTA GENOVEVA LTDA;13/08/2024;31/03/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;9162025;13711690000139;SONIA LUCIA CARDOSO SUIGNARD PNEUMOLOGIA LTDA;01/10/2025;30/09/2030;jul/26
OESTE;DIVINOPOLIS;DIVINOPOLIS;CLINICA;2182024;11080872000123;RINUS CLINICA OTORRINOLARINGOLOGICA SOCIEDADE SIMPLES;07/03/2024;31/08/2026;jul/26
NORTE;TAIOBEIRAS;TAIOBEIRAS;CLINICA;8862023;14428766000186;CLINICA ALVES E COSTA DE TAIOBEIRAS LTDA;01/10/2023;30/09/2028;jul/26
LESTE;GOVERNADOR VALADARES;GOVERNADOR VALADARES;CLINICA;5272025;09400126000128;NUCLEO MEDICO ESPECIALIZADO LTDA;01/07/2025;30/06/2030;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;3142024;03311783000112;CTCR - CENTRO DE TRATAMENTO DE CALCULO RENAL LTDA;09/04/2024;30/09/2026;jul/26
TRIANGULO DO SUL;ARAXA;ARAXA;CLINICA;9712024;08350968000150;CLINICA MEDICA DE ORTOPEDIA E FISIOTERAPIA DE ARAXA LTDA;04/11/2024;30/04/2027;jul/26
CENTRO;CONTAGEM;CONTAGEM;LABORATORIO;9772025;13150241000169;TRINDADE BARBOSA ANALISES CLINICAS LTDA;01/10/2025;30/09/2030;jul/26
LESTE;GOVERNADOR VALADARES;GOVERNADOR VALADARES;LABORATORIO;2392022;05067973000161;LABORATORIO HM ANALISES CLINICAS;01/04/2022;31/03/2027;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;7462024;14945195000157;MULTICLINICA CARDIOLOGIA CLINICA LTDA;01/09/2024;28/02/2027;jul/26
SUL;POUSO ALEGRE;POUSO ALEGRE;CLINICA;4852023;12980050000161;POUSO ALEGRE PET-CT DIAGNOSTICO LTDA;01/07/2023;30/06/2028;jul/26
CENTRO;PEDRO LEOPOLDO;PEDRO LEOPOLDO;CLINICA;5812023;05654594000178;CLINICA MARTINS & LIMA LTDA;01/08/2023;31/07/2028;jul/26
