"REGIÃO
ASSISTENCIAL";MICRORREGIÃO;MUNICIPIO;RAMO_ATIVIDADE;NUM_CONTRATO;CPF_CNPJ;NOME;INICIO_VIGENCIA;FIM_VIGENCIA;PERIODO REFERENCIA
CENTRO;BETIM;BETIM;CLINICA;10132025;03203091000150;CETUS ONCOLOGIA S.A;01/10/2025;30/09/2030;jul/26
CENTRO;CONTAGEM;CONTAGEM;CLINICA;1972022;03203091000312;CETUS ONCOLOGIA SA.;05/03/2022;28/02/2027;jul/26
NORDESTE;TEOFILO OTONI;TEOFILO OTONI;LABORATORIO;4452022;02591157000164;SIM LABORATORIO DE ANALISES CLINICAS LTDA;07/07/2022;30/06/2027;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;8872022;11585933000104;MARTINELLI E OLIVEIRA SERVICOS MEDICOS LTDA;01/12/2022;30/11/2027;jul/26
SUL;POUSO ALEGRE;POUSO ALEGRE;CLINICA;7622024;01663023000149;HELIO CESAR FERREIRA LINHARES E CIA LTDA;06/09/2024;28/02/2027;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;CLINICA;11412023;05116221000143;CLINICA JUVENAL ABREU PAIVA LTDA;15/12/2023;30/11/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CONSULTORIO ODONTOLOGICO;4092024;05793365000134;CLINICA ODONTOLOGICA CAMPOSTRINI E LEOPOLDO LTDA;09/05/2024;31/10/2026;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;3972024;19574562000177;MEDSCAN VASCULAR SERVICOS MEDICOS LTDA;02/05/2024;31/10/2026;jul/26
SUL;SAO LOURENCO;BAEPENDI;HOSPITAL/FUNDACAO;11182024;18591792000181;SOCIEDADE CARITATIVA SAGRADO CORACAO DE JESUS;30/12/2024;30/11/2029;jul/26
NOROESTE;PARACATU;PARACATU;LABORATORIO;2452024;05786029000164;CEACLIN - CENTRO ESPECIALIZADO EM ANALISES CLINICAS LTDA - ME;14/03/2024;31/08/2026;jul/26
NOROESTE;PARACATU;PARACATU;CONSULTORIO ODONTOLOGICO;2852024;11695556000166;CLINICA ODONTOLOGICA ODONTO VIDA LTDA;01/04/2024;30/09/2026;jul/26
SUL;VARGINHA;VARGINHA;CONSULTORIO ODONTOLOGICO;2112024;09640311000190;CONSULTORIO ODONTOLOGICO DR. THIAGO NOGUEIRA LTDA;06/03/2024;31/08/2026;jul/26
NORTE;TAIOBEIRAS;TAIOBEIRAS;LABORATORIO;5642022;11709809000103;LABORATORIO DE ANALISES CLINICAS E PATOLOGICAS ARAUJO COSTA LTDA;05/08/2022;31/07/2027;jul/26
LESTE;CARATINGA;TARUMIRIM;HOSPITAL/FUNDACAO;10572023;21249081000138;AHSST - ASSOCIACAO HOSPITALAR SAO SEBASTIAO DE TARUMIRIM;01/12/2023;30/11/2028;jul/26
CENTRO;OURO PRETO;MARIANA;LABORATORIO;102024;25705872000186;LABORATORIO EV MACHADO LTDA;01/01/2024;31/12/2028;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CONSULTORIO MEDICO;8192022;13012924000150;OTODIAGNOSIS SERVICOS MEDICOS LTDA;01/11/2022;31/10/2027;jul/26
SUL;POCOS DE CALDAS;POCOS DE CALDAS;CLINICA;8232023;05823817000183;CIM - CENTRO INTEGRADO DE IMAGEM LTDA;01/10/2023;30/09/2028;jul/26
OESTE;OLIVEIRA;SANTO ANTONIO DO AMPARO;LABORATORIO;6412023;19180117000122;LABORATORIO DE ANALISES CLINICAS CARVALHO LTDA;04/08/2023;31/07/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA ODONTOLOGICA;1522022;16454734000180;ALIVARE ODONTOLOGIA DE URGENCIA LTDA;09/02/2022;31/01/2027;jul/26
SUL;ALFENAS;PARAGUACU;LABORATORIO;6342023;19827288000109;LABORATORIO FRESSATO PARAGUACU LTDA;02/08/2023;31/07/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;3762023;05683084000129;CRONOS PRESTACAO DE SERVICOS MEDICOS LTDA;12/05/2023;30/04/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CONSULTORIO ODONTOLOGICO;1292022;21214489000174;FRANCISNEIA NETO E SILVA SERVICOS ODONTOLOGICOS LTDA;04/02/2022;31/01/2027;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;SERVICO DE ATENCAO DOMICILIAR;7182024;18018867000130;BEM VIVER HOME CARE LTDA-ME;19/08/2024;31/07/2027;jul/26
LESTE;SANTA MARIA DO SUACUI;SANTA MARIA DO SUACUI;CLINICA;5042024;11767755000132;NUCLEO AVANCADO DE FISIOTERAPIA LTDA;01/07/2024;31/12/2026;jul/26
SUL;ALFENAS;MACHADO;LABORATORIO;8882023;00536927000140;PROSAUDE LABORATORIO DE ANALISES CLINICAS LTDA;01/10/2023;30/09/2028;jul/26
LESTE DO SUL;MANHUACU;MANHUACU;CLINICA;5032025;08277494000168;DANIELA ALVES DE SOUZA LTDA;01/07/2025;30/06/2030;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;2332024;18232813000172;CLINICA GASPARINI LTDA;13/03/2024;31/08/2026;jul/26
NORDESTE;DIAMANTINA;GOUVEIA;CLINICA;6482024;18577016000127;CLINICA MEDICA OLIVEIRA LOPES LTDA;01/08/2024;31/01/2027;jul/26
LESTE;CORONEL FABRICIANO;CORONEL FABRICIANO;CLINICA;4352024;02921507000103;CLINICA MEDICA UROGEN LTDA;20/05/2024;31/10/2026;jul/26
NORTE;JANUARIA;JANUARIA;CONSULTORIO MEDICO;11352024;03050206000114;CLINICA COLARES LTDA;30/12/2024;31/05/2027;jul/26
SUL;PASSOS;PASSOS;LABORATORIO;5562023;18914380000135;LABORATORIO VIRGEM SENHORA DA CONCEICAO LTDA;07/07/2023;30/06/2028;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;CONSULTORIO ODONTOLOGICO;4802024;03927179000115;ODONTOCLEAN CLINICA ODONTOLOGICA LTDA;08/06/2024;30/11/2026;jul/26
SUL;POUSO ALEGRE;POUSO ALEGRE;CLINICA;4402024;02603139000155;CLINICA ANJO LTDA;01/06/2024;30/11/2026;jul/26
SUL;ALFENAS;MONTE BELO;LABORATORIO;6692024;03891071000110;LABORATORIO DE ANALISES CLINICAS RODRIGUES LTDA;01/08/2024;31/01/2027;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;9522025;12124191000182;FISIO LINS LTDA;01/10/2025;30/09/2030;jul/26
SUL;TRES CORACOES;TRES CORACOES;CLINICA;6362024;05552239000198;CLINICA SAO FRANCISCO DE ASSIS LTDA;17/07/2024;31/12/2026;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;4202024;10373217000281;CENTRO AVANCADO DE REABILITACAO E ESTUDOS LTDA;11/05/2024;31/10/2026;jul/26
NORTE;SALINAS;RUBELITA;CONSULTORIO ODONTOLOGICO;4102024;19535060000137;RUBI SERVICOS DE SAUDE LTDA;10/05/2024;31/10/2026;jul/26
SUL;ITAJUBA;ITAJUBA;CLINICA;7242024;10230730000132;INSTITUTO DE MEDICINA NUCLEAR DE ITAJUBA LTDA;01/09/2024;28/02/2027;jul/26
CENTRO;PEDRO LEOPOLDO;MATOZINHOS;CLINICA;6362025;03445033000133;CLINICA JOAO PEDRO LTDA;01/08/2025;31/07/2030;jul/26
CENTRO;BELO HORIZONTE;RIBEIRAO DAS NEVES;HOSPITAL DIA;3032022;17542844000167;CLINICA DE DIAGNOSTICOS SAO JOSE EIRELI;01/06/2022;31/05/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;4962024;05207211000113;ANGIOLIFE LABORATORIO VASCULAR LTDA;01/07/2024;31/12/2026;jul/26
CENTRO SUL;BARBACENA;BARBACENA;CLINICA;8572025;20354111000103;FRAUCHES OFTALMOLOGIA BARBACENA LTDA;01/09/2025;31/08/2030;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA ODONTOLOGICA;9622024;21838169000195;INTERAGE CLINICA ODONTOLOGICA LTDA;01/11/2024;30/04/2027;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;5062024;19654225000190;NJL OFTALMOLOGIA LTDA;01/07/2024;31/12/2026;jul/26
OESTE;BOM DESPACHO;BOM DESPACHO;HOSPITAL/FUNDACAO;4832024;16742355000196;LACTARIO E POSTO DE PUERICULTURA MENINO JESUS;01/07/2024;30/06/2029;jul/26
SUL;PASSOS;PASSOS;CLINICA;6832024;06059123000184;PARAISOMED SERVICOS MEDICOS;02/08/2024;31/01/2027;jul/26
SUL;TRES CORACOES;JESUANIA;LABORATORIO;4472024;18713716000100;LABORATORIO DE ANALISES CLINICAS DOIS NOVAES LTDA;01/06/2024;30/11/2026;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;LABORATORIO ODONTOLOGICO;7992022;13050261000168;LAMOUNIER PROTESE ODONTOLOGICA LTDA;01/11/2022;31/10/2027;jul/26
OESTE;FORMIGA;FORMIGA;CLINICA;7742024;02831810000115;DURCO & VIDAL LTDA;12/09/2024;28/02/2027;jul/26
SUL;POUSO ALEGRE;SANTA RITA DO SAPUCAI;HOSPITAL/FUNDACAO;6652024;24492324000152;FUNDACAO SANTARRITENSE DE SAUDE E ASSISTENCIA SOCIAL;01/08/2024;31/07/2029;jul/26
SUL;BOA ESPERANCA;BOA ESPERANCA;CLINICA;6552024;13670279000162;RODRIGO VILELA MOREIRA;01/08/2024;31/01/2027;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;9952024;18238299000182;FABIANE TEREZINHA SOARES DA SILVA;01/12/2024;31/05/2027;jul/26
LESTE;IPATINGA;IPATINGA;CLINICA;5692023;18489336000800;SERVICOS DE RADIOLOGIA SAO JUDAS TADEU LTDA;01/08/2023;31/07/2028;jul/26
OESTE;FORMIGA;PIMENTA;LABORATORIO;10032024;23782543000103;REZENDE E MOTA LTDA;01/12/2024;31/05/2027;jul/26
SUL;PASSOS;PASSOS;CLINICA;7502024;04536923000113;NEOPASSOS CLINICA MEDICA SOCIEDADE SIMPLES;01/09/2024;28/02/2027;jul/26
NOROESTE;PATOS DE MINAS;PATOS DE MINAS;SERVICO DE ATENCAO DOMICILIAR;7412024;21203785000170;CORREA E CARDOSO LTDA;26/08/2024;31/07/2027;jul/26
CENTRO;JOAO MONLEVADE;JOAO MONLEVADE;HOSPITAL/FUNDACAO;512022;21142203000192;ASSOCIACAO SAO VICENTE DE PAULO DE JOAO MONLEVADE - MG;01/02/2022;31/01/2027;jul/26
OESTE;FORMIGA;ARCOS;LABORATORIO;10772024;19190883000178;ANACLINICA LABORATORIO LTDA;13/12/2024;31/05/2027;jul/26
NORTE;JANUARIA;JANUARIA;CLINICA ODONTOLOGICA;9902024;21132107000163;CENTRO ESPECIALIZADO ODONTOLOGICO DE JANUARIA LTDA;13/11/2024;30/04/2027;jul/26
SUDESTE;UBA;UBA;CLINICA;11262024;02977396000157;FISIO-CARE FISIOTERAPIA S/S LTDA;30/12/2024;31/05/2027;jul/26
SUL;POUSO ALEGRE;POUSO ALEGRE;CLINICA;3132024;15477837000101;PASQUINELLI E PASQUINELLI LTDA;10/04/2024;30/09/2026;jul/26
NORTE;JANUARIA;ITACARAMBI;CONSULTORIO MEDICO;92022;17343083000114;ANDERSON FERREIRA NASCIMENTO;06/01/2022;31/12/2026;jul/26
NORDESTE;ARACUAI;ARACUAI;LABORATORIO;9842025;17668769000185;LABORATORIO MELO E OLIVEIRA LTDA;01/10/2025;30/09/2030;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;CLINICA;10592024;04406770000270;CENTRO DE IMAGEM SETE LAGOAS LTDA;10/12/2024;31/05/2027;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;10792024;02396816000101;CLIMA CLINICA DE DIAGNOSTICO POR IMAGEM LTDA;17/12/2024;31/05/2027;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;2412023;17033845000186;INSTITUTO INTEGRADO DE ORTOPEDIA E TRAUMATOLOGIA DO TRIANGULO MINEIRO LTDA;01/04/2023;31/03/2028;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;3552022;18565519000182;AMI - ATENDIMENTO MEDICO INTEGRADO LTDA;01/07/2022;30/06/2027;jul/26
SUL;POUSO ALEGRE;HELIODORA;LABORATORIO;3302022;10832196000134;SUL LAB LABORATORIOS LTDA;08/06/2022;31/05/2027;jul/26
NORTE;SAO FRANCISCO;SAO FRANCISCO;CLINICA;5192025;12722711000230;CARDIOMINAS CLINICA CARDIOLOGICA LTDA ME;01/07/2025;30/06/2030;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CONSULTORIO MEDICO;662023;10319658000114;DR ETELVINO MOTA SERVICOS MEDICOS LTDA;01/02/2023;31/01/2028;jul/26
TRIANGULO DO SUL;UBERABA;UBERABA;HOSPITAL/FUNDACAO;12692025;25452301000500;SOCIEDADE EDUCACIONAL UBERABENSE;01/12/2025;30/11/2030;jul/26
CENTRO;ITABIRA;ITABIRA;CLINICA;6562025;23169846000155;ONCORP ITABIRA SERVICOS MEDICOS LTDA;01/08/2025;31/07/2030;jul/26
CENTRO;CAETE;SABARA;HOSPITAL/FUNDACAO;9452025;24315681000145;SANTA CASA DE MISERICORDIA DE SABARA;01/10/2025;30/09/2030;jul/26
NORDESTE;DIAMANTINA;DIAMANTINA;CLINICA;8932025;24827829000120;DITRATAR FISIOTERAPIA SOCIEDADE SIMPLES UNIPESSOAL LTDA;01/10/2025;30/09/2030;jul/26
TRIANGULO DO SUL;UBERABA;UBERABA;HOSPITAL/FUNDACAO;8712022;10638784000131;CENTRO DE CARDIOLOGIA INVASIVA DE UBERABA LTDA;01/12/2022;30/11/2027;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;HOSPITAL/FUNDACAO;8222025;22669931000110;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;01/09/2025;31/08/2030;jul/26
NORDESTE;JEQUITINHONHA;JEQUITINHONHA;LABORATORIO;2532022;12881393000179;LEONARDO PEREIRA DA SILVA E SILVA;05/04/2022;31/03/2027;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;SERVICO DE ATENCAO DOMICILIAR;7402024;10243721000186;CUIDAR SAUDE DOMICILIAR LTDA;26/08/2024;31/07/2027;jul/26
SUDESTE;UBA;UBA;CLINICA;292022;15739682000126;CLINICA MEDICA FHORTA LTDA;12/01/2022;31/12/2026;jul/26
SUL;ALFENAS;MUZAMBINHO;LABORATORIO;8122022;21416581000117;LABORMARTINS LTDA;01/11/2022;31/10/2027;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;CONSULTORIO ODONTOLOGICO;2026568;05672691000193;RADSETE ODONTO LTDA;01/08/2026;30/09/2030;jul/26
NORTE;BRASILIA DE MINAS;BRASILIA DE MINAS;LABORATORIO;402022;22433992000183;NORTELAB EIRELI;13/01/2022;31/12/2026;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;LABORATORIO;3602025;16740086000129;SAO MARCOS SAUDE E MEDICINA DIAGNOSTICA SA;01/06/2025;31/05/2030;jul/26
OESTE;LAGOA DA PRATA;LAGOA DA PRATA;CLINICA;782022;22310466000126;CLINICA MEDICA AMORIM LTDA;01/02/2022;31/01/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CONSULTORIO ODONTOLOGICO;2026576;05453067000103;BASTOS & BARCELOS LTDA;01/08/2026;31/07/2030;jul/26
CENTRO;JOAO MONLEVADE;JOAO MONLEVADE;CLINICA;9332025;24824969000145;MED VIDA SERVICOS MEDICOS LTDA;01/10/2025;30/09/2030;jul/26
NORDESTE;MINAS NOVAS;LEME DO PRADO;LABORATORIO;82022;10568812000191;CELULA LABORATORIO DE ANALISES CLINICAS LTDA;01/01/2022;31/12/2026;jul/26
CENTRO SUL;CONSELHEIRO LAFAIETE;CONSELHEIRO LAFAIETE;CLINICA;6382025;11184864000127;INSTITUTO SANTE SERVICOS MEDICOS LTDA;01/08/2025;31/07/2030;jul/26
NORDESTE;ARACUAI;ARACUAI;CLINICA;8202025;24876722000172;CLINICA DE REABILITACAO E FISIOTERAPIA ARACUAI LTDA;01/09/2025;31/08/2030;jul/26
NORTE;BOCAIUVA;BOCAIUVA;CLINICA;1742022;00124757000197;SERMEB - SERVICOS MEDICOS DE BOCAIUVA;01/03/2022;28/02/2027;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;3772023;04941368000105;MEDFONTES SERVICOS MEDICOS LTDA;01/06/2023;31/05/2028;jul/26
OESTE;CAMPO BELO;CAMPO BELO;CLINICA;2012022;01026623000104;WGA MEDICINA DO TRABALHO LTDA;11/03/2022;28/02/2027;jul/26
SUL;VARGINHA;VARGINHA;CLINICA;9242025;03059040000105;FISIOCORPUS CLINICA DE FISIOTERAPIA LTDA;01/10/2025;30/09/2030;jul/26
SUDESTE;MURIAE;MURIAE;CLINICA;4862022;20070953000133;PROMED GAVEA SERVICOS MEDICOS LTDA;18/07/2022;30/06/2027;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;2022022;16841183000108;CLINICA OFTALMOLOGICA DR. LUCIANO NASSER EIRELI;11/03/2022;28/02/2027;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;3242022;13216222000198;CRISTALINO EMPREENDIMENTOS OFTALMOLOGICOS LTDA;06/06/2022;31/05/2027;jul/26
OESTE;PARA DE MINAS;PARA DE MINAS;CLINICA;8782025;06926913000110;ONCOVIDA - ONCOLOGIA PARA A VIDA LTDA;01/09/2025;31/08/2030;jul/26
SUDESTE;MURIAE;MURIAE;LABORATORIO;1642022;19828715000165;HEMOCENTER LABORATORIOS LTDA;01/03/2022;28/02/2027;jul/26
LESTE DO SUL;RAUL SOARES;RAUL SOARES;CLINICA;2672022;23988866000158;TASSIA SILVEIRA TORRESIA MACHADO;01/05/2022;30/04/2027;jul/26
LESTE;CARATINGA;CARATINGA;CLINICA;3082022;09412015000131;CENTRO DIAGNOSTICO LESTE DE MINAS LTDA;01/06/2022;31/05/2027;jul/26
NORDESTE;ARACUAI;ARACUAI;CLINICA;7132021;03665897000160;CEMO CENTRO MEDICO E OBSTETRICO - EIRELI;31/12/2021;30/11/2026;jul/26
SUL;ALFENAS;MACHADO;CONSULTORIO MEDICO;812022;21064294000195;GISELE NEVES MARTINS CONSULTORIO MEDICO;01/02/2022;31/01/2027;jul/26
SUDESTE;CARANGOLA;FERVEDOURO;LABORATORIO;4712022;11284164000104;LABORATORIO WALDIR PEREIRA JUNIOR LTDA;11/07/2022;30/06/2027;jul/26
NORTE;JANAUBA;PORTEIRINHA;HOSPITAL/FUNDACAO;3042022;22683783000198;SANTA CASA DE MISERICORDIA E HOSPITAL SAO VICENTE DE PAULO;31/05/2022;30/04/2027;jul/26
CENTRO;SANTA LUZIA;SANTA LUZIA;CLINICA;3022022;03832630000110;FISIOTERAPIA MARTINS & MACHADO LTDA;01/06/2022;31/05/2027;jul/26
CENTRO;BETIM;BETIM;CLINICA;6532025;23849926000151;AVANCO - CENTRO MEDICO OFTALMOLOGICO LTDA;01/08/2025;31/07/2030;jul/26
CENTRO;BETIM;BETIM;CLINICA;8072022;38727038000648;CENTRO DIAGNOSTICO ULTRASON DE MEDICINA INTERNA GINECOLOGICA E OBSTETRICIA LTDA;23/10/2022;30/09/2027;jul/26
NORDESTE;DIAMANTINA;ITAMARANDIBA;CLINICA;5162022;09285820000141;CONSULTORIO DE MEDICINA HARMONIZE LTDA;01/08/2022;31/07/2027;jul/26
LESTE DO SUL;MANHUACU;MANHUACU;CONSULTORIO MEDICO;3892022;14893214000149;LUIZ AUGUSTO MIRANDA SANGLARD;01/07/2022;30/06/2027;jul/26
SUL;VARGINHA;VARGINHA;CLINICA;3442022;09630528000119;HORUS CLINICA MEDICA E PSICOLOGIA LTDA;01/07/2022;30/06/2027;jul/26
TRIANGULO DO NORTE;ITUIUTABA;SANTA VITORIA;LABORATORIO;6012022;16464387000177;TRIMED MEDICINA DIAGNOSTICA LTDA;01/09/2022;31/08/2027;jul/26
CENTRO;BETIM;IBIRITE;LABORATORIO;5722022;00831797000179;GONTIJO & GUIMARAES LTDA;09/08/2022;31/07/2027;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CONSULTORIO MEDICO;5242022;08087137000137;CLINICA DRA. ALICE AMARAL LTDA;01/08/2022;31/07/2027;jul/26
TRIANGULO DO NORTE;ARAGUARI;TUPACIGUARA;CLINICA;5802022;22622986000174;GRANMED CENTRO MEDICO HOSPITALAR LTDA;11/08/2022;31/07/2027;jul/26
SUL;TRES CORACOES;TRES CORACOES;CLINICA;6382022;21390591000120;FOCOS EXCELENCIA EM OFTALMOLOGIA LTDA;05/09/2022;31/08/2027;jul/26
NORDESTE;ALMENARA;ALMENARA;CLINICA;6062022;23429295000111;CENTERMED PRESTACOES DE SERVICOS NA AREA DE SAUDE LTDA;01/09/2022;31/08/2027;jul/26
NORTE;JANUARIA;JANUARIA;CLINICA;4432022;20487319000109;ASSIS E AGUIAR CLINICA MEDICA LTDA;06/07/2022;30/06/2027;jul/26
LESTE;CARATINGA;CARATINGA;CLINICA;6712022;03252835000127;CLINICA SAO JUDAS TADEU LTDA;09/09/2022;31/08/2027;jul/26
SUL;VARGINHA;VARGINHA;CLINICA;2532024;27771985000105;EDUARDO CARVALHO SERVICOS ORTOPEDICOS EIRELI;01/04/2024;30/09/2026;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;9552025;21180989000132;CLINICA REUMATOLOGICA E FISIOTERAPIA DR A FELLET LTDA;01/10/2025;30/09/2030;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA ODONTOLOGICA;4032023;12616532000137;MR AVELAR PRESTACAO DE SERVICOS ODONTOLOGICOS LTDA;01/06/2023;31/05/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;LABORATORIO;32022;23375785000182;LABORATORIO DE PATOLOGIA CIRURGICA E CITOPATOLOGIA LTDA;01/01/2022;31/12/2026;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;11212024;22582908000193;CONFIANCE SERVICOS MEDICOS LTDA;30/12/2024;31/05/2027;jul/26
CENTRO;SETE LAGOAS;SETE LAGOAS;CONSULTORIO MEDICO;8822022;22938581000140;ANTONIO AUGUSTO PONTELLO NEVES OTORRINOLARINGOLOGIA LTDA;01/12/2022;30/11/2027;jul/26
LESTE;CARATINGA;CARATINGA;CONSULTORIO MEDICO;8202022;13488269000100;ED CLINICA MEDICA LTDA;01/11/2022;31/10/2027;jul/26
LESTE DO SUL;MANHUACU;SIMONESIA;LABORATORIO;6092022;28220695000136;CARVALHO E FILHOS LABORATORIO DE ANALISES EIRELI;01/09/2022;31/08/2027;jul/26
TRIANGULO DO SUL;UBERABA;UBERABA;CLINICA;8172022;23857395000149;ATRIUM COR CARDIOLOGIC CENTER LTDA;01/11/2022;31/10/2027;jul/26
LESTE DO SUL;MANHUACU;LAJINHA;LABORATORIO;5772022;28254740000173;M DE CARVALHO;11/08/2022;31/07/2027;jul/26
SUL;VARGINHA;VARGINHA;CLINICA;72023;10899734000108;CENTRO VARGINHENSE DE MEDICINA NUCLEAR LTDA;01/01/2023;31/12/2027;jul/26
OESTE;DIVINOPOLIS;DIVINOPOLIS;CLINICA ODONTOLOGICA;362023;23263094000197;CLINICA ODONTOLOGICA LA LTDA;12/01/2023;31/12/2027;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;3532022;12104241000593;ONCOCLINICAS DO BRASIL SERVICOS MEDICOS SA;01/07/2022;31/08/2026;jul/26
OESTE;ITAUNA;ITAUNA;CONSULTORIO ODONTOLOGICO;642023;24842832000113;MAXRISUS ODONTOLOGIA LTDA.;17/01/2023;31/12/2027;jul/26
TRIANGULO DO SUL;UBERABA;UBERABA;LABORATORIO;9362022;01048429000383;EURIPEDES MARCELO BORGES & CIA LTDA;31/12/2022;30/11/2027;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;952023;18847662000167;UMC IMAGEM LTDA;01/02/2023;31/01/2028;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CONSULTORIO MEDICO;1092023;03854481000190;WR SERVICOS MEDICOS LTDA;03/02/2023;31/01/2028;jul/26
CENTRO;BELO HORIZONTE;BELO HORIZONTE;CLINICA;622023;06763168000135;CENTRO GASTROENTEROLOGICO LTDA;01/02/2023;31/01/2028;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;CLINICA;992023;15578912000112;CARDIOMOBILE CARDIOLOGIA MOVEL LTDA;01/02/2023;31/01/2028;jul/26
LESTE;RESPLENDOR;AIMORES;HOSPITAL/FUNDACAO;1842023;60975737006435;SOCIEDADE BENEFICENTE SAO CAMILO;07/03/2023;29/02/2028;jul/26
SUDESTE;CARANGOLA;CARANGOLA;LABORATORIO;2702023;10472818000160;MR LABORATORIO CARANGOLA LTDA;03/04/2023;31/03/2028;jul/26
NOROESTE;PARACATU;PARACATU;CLINICA;2002023;22805984000110;RESSONANCIA MAGNETICA PARACATU LTDA;01/04/2023;31/03/2028;jul/26
TRIANGULO DO NORTE;UBERLANDIA;UBERLANDIA;LABORATORIO;2222023;19040906000168;IPAC INSTITUTO DE PATOLOGIA CLINICA DE UBERLANDIA LTDA;01/04/2023;31/03/2028;jul/26
NORTE;MONTES CLAROS;MONTES CLAROS;CLINICA;1722023;15584416000171;LIFESCAN MEDICINA DIAGNOSTICA LTDA;02/03/2023;29/02/2028;jul/26
LESTE;CARATINGA;CARATINGA;HOSPITAL/FUNDACAO;2592023;19325547000195;FUNDACAO EDUCACIONAL DE CARATINGA FUNEC;01/04/2023;31/03/2028;jul/26
SUL;VARGINHA;VARGINHA;CLINICA;9142022;21013054000161;MAGNETO IMAGENOLOGIA MEDICA LTDA;16/12/2022;30/11/2027;jul/26
SUL;POCOS DE CALDAS;ANDRADAS;LABORATORIO;9132022;11397332000178;GISELLI MARCUSSI CEAC;31/12/2022;30/11/2027;jul/26
SUDESTE;JUIZ DE FORA;JUIZ DE FORA;CLINICA;2142023;02609499000164;CENTRO DE MASTOLOGIA DE JUIZ DE FORA LTDA;01/04/2023;31/03/2028;jul/26
OESTE;BOM DESPACHO;BOM DESPACHO;CONSULTORIO MEDICO;1822023;28706560000185;DALMO CABRAL OFTALMOLOGIA LTDA;08/03/2023;29/02/2028;jul/26
SUDESTE;CARANGOLA;TOMBOS;SERVICO DE ATENCAO DOMICILIAR;11292024;29014729000107;OFICINA DO CORPO ASSISTENCIA EM SAUDE LTDA;31/12/2024;30/11/2027;jul/26
SUL;VARGINHA;VARGINHA;CLINICA;4212023;10450143000159;PLENUM SERVICOS MEDICOS LTDA;01/06/2023;31/05/2028;jul/26
TRIANGULO DO NORTE;PATROCINIO;PATROCINIO;LABORATORIO;6202023;13044035000174;LABORATORIO NUCLEO DE PATROCINIO LTDA;01/08/2023;31/07/2028;jul/26
SUL;VARGINHA;VARGINHA;CLINICA;5032023;08986188000109;UNIDENS DENSITOMETRIA OSSEA LTDA;01/07/2023;30/06/2028;jul/26
CENTRO;BELO HORIZONTE;RIBEIRAO DAS NEVES;CLINICA;9392025;09558069000452;NEO - NUCLEO DE EXCELENCIA EM OFTALMOLOGIA LTDA;01/10/2025;30/09/2030;jul/26
